latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,48.0,10800,Europe/Istanbul,GMT+3

time,precipitation_sum (mm),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2019-12-03,1.80,9.6,1.80,0.00
2019-12-04,9.10,7.7,9.10,0.00
2019-12-05,0.00,7.5,0.00,0.00
2019-12-06,0.00,6.2,0.00,0.00
2019-12-07,0.20,7.3,0.20,0.00
2019-12-08,0.50,9.6,0.50,0.00
2019-12-09,0.00,7.3,0.00,0.00
2019-12-10,0.00,7.9,0.00,0.00
2019-12-11,2.60,8.0,2.60,0.00
2019-12-12,2.10,9.8,2.10,0.00
2019-12-13,3.50,10.7,3.50,0.00
2019-12-14,2.20,12.0,2.20,0.00
2019-12-15,1.70,10.3,1.70,0.00
2019-12-16,0.00,7.8,0.00,0.00
2019-12-17,0.00,9.1,0.00,0.00
2019-12-18,0.00,11.5,0.00,0.00
2019-12-19,0.00,11.3,0.00,0.00
2019-12-20,0.00,10.2,0.00,0.00
2019-12-21,0.60,14.2,0.60,0.00
2019-12-22,0.10,16.0,0.10,0.00
2019-12-23,2.30,14.1,2.30,0.00
2019-12-24,7.40,9.8,7.40,0.00
2019-12-25,3.10,8.7,3.10,0.00
2019-12-26,11.90,7.8,11.90,0.00
2019-12-27,1.40,6.5,1.40,0.00
2019-12-28,2.30,5.1,2.30,0.00
2019-12-29,5.30,5.4,5.30,0.00
2019-12-30,7.10,7.3,7.10,0.00
2019-12-31,7.30,6.5,7.30,0.00
2020-01-01,2.80,5.2,2.80,0.00
2020-01-02,4.90,5.3,4.90,0.00
2020-01-03,0.10,5.2,0.10,0.00
2020-01-04,0.00,5.3,0.00,0.00
2020-01-05,4.20,6.0,4.20,0.00
2020-01-06,36.90,6.7,36.90,0.00
2020-01-07,30.70,5.9,30.70,0.00
2020-01-08,5.70,4.8,5.70,0.00
2020-01-09,0.10,4.7,0.10,0.00
2020-01-10,0.00,4.4,0.00,0.00
2020-01-11,0.00,5.9,0.00,0.00
2020-01-12,1.60,7.1,1.60,0.00
2020-01-13,0.30,6.8,0.30,0.00
2020-01-14,0.00,5.5,0.00,0.00
2020-01-15,0.00,6.5,0.00,0.00
2020-01-16,0.00,7.9,0.00,0.00
2020-01-17,0.00,6.9,0.00,0.00
2020-01-18,0.00,6.8,0.00,0.00
2020-01-19,0.90,5.5,0.90,0.00
2020-01-20,3.90,5.0,3.90,0.00
2020-01-21,0.10,3.5,0.10,0.00
2020-01-22,0.00,4.2,0.00,0.00
2020-01-23,0.20,5.4,0.20,0.00
2020-01-24,0.00,4.3,0.00,0.00
2020-01-25,0.00,6.6,0.00,0.00
2020-01-26,0.00,9.2,0.00,0.00
2020-01-27,1.00,9.5,1.00,0.00
2020-01-28,7.30,8.6,7.30,0.00
2020-01-29,7.30,10.3,7.30,0.00
2020-01-30,13.20,6.4,13.20,0.00
2020-01-31,0.00,5.5,0.00,0.00
2020-02-01,1.00,9.5,1.00,0.00
2020-02-02,0.00,10.8,0.00,0.00
2020-02-03,0.90,11.8,0.90,0.00
2020-02-04,2.10,12.0,2.10,0.00
2020-02-05,23.10,12.7,23.10,0.00
2020-02-06,4.00,5.5,4.00,0.00
2020-02-07,3.10,3.8,3.10,0.00
2020-02-08,2.20,0.5,0.20,1.40
2020-02-09,0.00,0.8,0.00,0.00
2020-02-10,0.00,4.5,0.00,0.00
2020-02-11,2.20,9.7,2.20,0.00
2020-02-12,7.50,7.8,7.50,0.00
2020-02-13,0.10,7.4,0.10,0.00
2020-02-14,0.00,6.4,0.00,0.00
2020-02-15,3.00,8.0,3.00,0.00
2020-02-16,0.00,7.4,0.00,0.00
2020-02-17,0.00,6.2,0.00,0.00
2020-02-18,0.00,5.9,0.00,0.00
2020-02-19,0.00,7.5,0.00,0.00
2020-02-20,5.20,7.4,5.20,0.00
2020-02-21,4.70,6.7,4.70,0.00
2020-02-22,0.00,6.1,0.00,0.00
2020-02-23,0.00,5.7,0.00,0.00
2020-02-24,0.50,8.4,0.50,0.00
2020-02-25,0.00,7.3,0.00,0.00
2020-02-26,0.00,12.2,0.00,0.00
2020-02-27,7.80,14.1,7.80,0.00
2020-02-28,1.80,9.0,1.80,0.00
2020-02-29,7.70,7.7,7.70,0.00
2020-03-01,0.00,6.5,0.00,0.00
2020-03-02,0.00,9.1,0.00,0.00
2020-03-03,0.00,13.5,0.00,0.00
2020-03-04,0.00,13.8,0.00,0.00
2020-03-05,8.10,12.3,8.10,0.00
2020-03-06,12.90,10.4,12.90,0.00
2020-03-07,0.00,13.1,0.00,0.00
2020-03-08,0.00,14.8,0.00,0.00
2020-03-09,0.00,13.8,0.00,0.00
2020-03-10,10.70,9.8,10.70,0.00
2020-03-11,0.20,11.1,0.20,0.00
2020-03-12,0.00,11.5,0.00,0.00
2020-03-13,0.00,10.5,0.00,0.00
2020-03-14,0.00,9.5,0.00,0.00
2020-03-15,8.30,8.1,8.30,0.00
2020-03-16,1.30,6.0,1.30,0.00
2020-03-17,0.00,5.5,0.00,0.00
2020-03-18,0.30,4.6,0.30,0.00
2020-03-19,0.80,6.6,0.80,0.00
2020-03-20,0.00,6.7,0.00,0.00
2020-03-21,0.00,8.0,0.00,0.00
2020-03-22,0.00,9.5,0.00,0.00
2020-03-23,0.70,9.0,0.70,0.00
2020-03-24,1.40,8.0,1.40,0.00
2020-03-25,0.10,7.6,0.10,0.00
2020-03-26,0.00,8.7,0.00,0.00
2020-03-27,0.00,9.0,0.00,0.00
2020-03-28,5.70,8.3,5.70,0.00
2020-03-29,24.80,9.0,24.80,0.00
2020-03-30,0.00,10.3,0.00,0.00
2020-03-31,0.20,8.5,0.20,0.00
2020-04-01,0.20,7.8,0.20,0.00
2020-04-02,21.30,8.1,21.30,0.00
2020-04-03,5.40,7.2,5.40,0.00
2020-04-04,6.80,8.1,6.80,0.00
2020-04-05,13.00,9.3,13.00,0.00
2020-04-06,4.70,9.3,4.70,0.00
2020-04-07,0.00,9.1,0.00,0.00
2020-04-08,0.00,9.0,0.00,0.00
2020-04-09,0.00,8.6,0.00,0.00
2020-04-10,0.00,9.3,0.00,0.00
2020-04-11,0.00,10.7,0.00,0.00
2020-04-12,0.00,10.0,0.00,0.00
2020-04-13,0.00,9.8,0.00,0.00
2020-04-14,0.00,14.2,0.00,0.00
2020-04-15,5.50,9.7,5.50,0.00
2020-04-16,0.00,9.0,0.00,0.00
2020-04-17,0.00,9.9,0.00,0.00
2020-04-18,0.00,13.0,0.00,0.00
2020-04-19,0.00,15.2,0.00,0.00
2020-04-20,0.00,12.6,0.00,0.00
2020-04-21,2.50,10.2,2.50,0.00
2020-04-22,0.00,10.1,0.00,0.00
2020-04-23,0.00,9.5,0.00,0.00
2020-04-24,0.00,10.1,0.00,0.00
2020-04-25,0.00,9.4,0.00,0.00
2020-04-26,0.00,13.3,0.00,0.00
2020-04-27,0.00,14.1,0.00,0.00
2020-04-28,0.00,14.8,0.00,0.00
2020-04-29,0.00,16.2,0.00,0.00
2020-04-30,0.00,16.6,0.00,0.00
2020-05-01,0.00,16.4,0.00,0.00
2020-05-02,0.00,17.3,0.00,0.00
2020-05-03,3.70,16.2,3.70,0.00
2020-05-04,17.90,13.6,17.90,0.00
2020-05-05,4.00,14.3,4.00,0.00
2020-05-06,0.40,15.7,0.40,0.00
2020-05-07,6.70,12.3,6.70,0.00
2020-05-08,0.80,13.7,0.80,0.00
2020-05-09,0.00,14.6,0.00,0.00
2020-05-10,0.00,16.2,0.00,0.00
2020-05-11,0.00,18.9,0.00,0.00
2020-05-12,0.00,21.2,0.00,0.00
2020-05-13,0.00,17.0,0.00,0.00
2020-05-14,0.00,16.8,0.00,0.00
2020-05-15,0.00,21.4,0.00,0.00
2020-05-16,0.00,22.1,0.00,0.00
2020-05-17,0.00,21.7,0.00,0.00
2020-05-18,0.00,19.6,0.00,0.00
2020-05-19,0.00,20.7,0.00,0.00
2020-05-20,0.00,20.8,0.00,0.00
2020-05-21,0.60,17.7,0.60,0.00
2020-05-22,12.30,13.8,12.30,0.00
2020-05-23,3.60,12.6,3.60,0.00
2020-05-24,0.00,13.6,0.00,0.00
2020-05-25,0.90,14.7,0.90,0.00
2020-05-26,0.00,15.3,0.00,0.00
2020-05-27,7.50,13.8,7.50,0.00
2020-05-28,6.20,14.4,6.20,0.00
2020-05-29,3.90,15.0,3.90,0.00
2020-05-30,0.10,16.6,0.10,0.00
2020-05-31,0.00,17.8,0.00,0.00
2020-06-01,3.20,16.3,3.20,0.00
2020-06-02,3.60,16.4,3.60,0.00
2020-06-03,4.00,15.8,4.00,0.00
2020-06-04,0.30,17.7,0.30,0.00
2020-06-05,0.00,20.7,0.00,0.00
2020-06-06,0.00,22.9,0.00,0.00
2020-06-07,0.00,21.2,0.00,0.00
2020-06-08,0.00,21.2,0.00,0.00
2020-06-09,0.00,23.2,0.00,0.00
2020-06-10,0.00,23.1,0.00,0.00
2020-06-11,0.00,21.6,0.00,0.00
2020-06-12,1.20,21.2,1.20,0.00
2020-06-13,6.60,20.6,6.60,0.00
2020-06-14,13.50,20.6,13.50,0.00
2020-06-15,5.90,21.6,5.90,0.00
2020-06-16,0.00,22.7,0.00,0.00
2020-06-17,0.00,23.1,0.00,0.00
2020-06-18,9.20,21.0,9.20,0.00
2020-06-19,13.90,20.7,13.90,0.00
2020-06-20,1.80,22.8,1.80,0.00
2020-06-21,0.00,23.2,0.00,0.00
2020-06-22,1.20,22.1,1.20,0.00
2020-06-23,13.10,22.1,13.10,0.00
2020-06-24,17.80,21.7,17.80,0.00
2020-06-25,0.50,22.5,0.50,0.00
2020-06-26,0.70,22.6,0.70,0.00
2020-06-27,0.00,22.9,0.00,0.00
2020-06-28,0.00,23.1,0.00,0.00
2020-06-29,0.00,23.2,0.00,0.00
2020-06-30,0.00,23.9,0.00,0.00
2020-07-01,0.00,25.4,0.00,0.00
2020-07-02,0.00,25.3,0.00,0.00
2020-07-03,0.00,25.3,0.00,0.00
2020-07-04,0.00,25.4,0.00,0.00
2020-07-05,0.00,25.6,0.00,0.00
2020-07-06,0.00,26.4,0.00,0.00
2020-07-07,0.00,26.0,0.00,0.00
2020-07-08,1.30,23.1,1.30,0.00
2020-07-09,0.00,23.2,0.00,0.00
2020-07-10,0.00,23.1,0.00,0.00
2020-07-11,0.00,24.3,0.00,0.00
2020-07-12,0.00,24.2,0.00,0.00
2020-07-13,1.40,21.3,1.40,0.00
2020-07-14,0.00,21.9,0.00,0.00
2020-07-15,0.00,20.6,0.00,0.00
2020-07-16,0.00,21.6,0.00,0.00
2020-07-17,0.00,21.9,0.00,0.00
2020-07-18,0.00,23.5,0.00,0.00
2020-07-19,0.00,24.2,0.00,0.00
2020-07-20,0.00,24.1,0.00,0.00
2020-07-21,0.00,23.5,0.00,0.00
2020-07-22,0.00,24.2,0.00,0.00
2020-07-23,0.00,25.1,0.00,0.00
2020-07-24,0.00,24.8,0.00,0.00
2020-07-25,0.00,24.3,0.00,0.00
2020-07-26,0.00,24.7,0.00,0.00
2020-07-27,0.00,24.7,0.00,0.00
2020-07-28,0.00,25.2,0.00,0.00
2020-07-29,0.00,26.0,0.00,0.00
2020-07-30,0.00,25.7,0.00,0.00
2020-07-31,0.00,25.6,0.00,0.00
2020-08-01,0.00,25.1,0.00,0.00
2020-08-02,0.00,24.6,0.00,0.00
2020-08-03,0.00,24.0,0.00,0.00
2020-08-04,0.00,24.7,0.00,0.00
2020-08-05,0.00,24.5,0.00,0.00
2020-08-06,0.00,25.2,0.00,0.00
2020-08-07,0.00,26.2,0.00,0.00
2020-08-08,0.00,26.4,0.00,0.00
2020-08-09,0.00,26.3,0.00,0.00
2020-08-10,0.30,25.6,0.30,0.00
2020-08-11,0.00,25.4,0.00,0.00
2020-08-12,0.00,25.7,0.00,0.00
2020-08-13,0.00,25.1,0.00,0.00
2020-08-14,0.00,24.1,0.00,0.00
2020-08-15,0.00,24.0,0.00,0.00
2020-08-16,0.00,23.7,0.00,0.00
2020-08-17,0.00,23.8,0.00,0.00
2020-08-18,0.00,23.4,0.00,0.00
2020-08-19,0.00,23.8,0.00,0.00
2020-08-20,0.20,22.2,0.20,0.00
2020-08-21,1.40,22.8,1.40,0.00
2020-08-22,0.00,24.0,0.00,0.00
2020-08-23,0.00,24.1,0.00,0.00
2020-08-24,0.00,24.4,0.00,0.00
2020-08-25,0.00,24.5,0.00,0.00
2020-08-26,0.00,23.8,0.00,0.00
2020-08-27,0.40,23.4,0.40,0.00
2020-08-28,0.00,24.3,0.00,0.00
2020-08-29,0.00,25.3,0.00,0.00
2020-08-30,0.00,25.2,0.00,0.00
2020-08-31,0.00,24.2,0.00,0.00
2020-09-01,0.00,24.6,0.00,0.00
2020-09-02,0.00,24.4,0.00,0.00
2020-09-03,0.00,24.7,0.00,0.00
2020-09-04,0.40,22.9,0.40,0.00
2020-09-05,2.10,22.1,2.10,0.00
2020-09-06,0.00,22.7,0.00,0.00
2020-09-07,0.00,23.3,0.00,0.00
2020-09-08,0.00,23.7,0.00,0.00
2020-09-09,0.00,24.0,0.00,0.00
2020-09-10,0.00,23.5,0.00,0.00
2020-09-11,0.00,23.4,0.00,0.00
2020-09-12,0.00,24.4,0.00,0.00
2020-09-13,1.30,24.1,1.30,0.00
2020-09-14,0.00,24.3,0.00,0.00
2020-09-15,0.00,24.4,0.00,0.00
2020-09-16,0.00,23.9,0.00,0.00
2020-09-17,0.00,23.7,0.00,0.00
2020-09-18,0.00,22.5,0.00,0.00
2020-09-19,0.00,21.3,0.00,0.00
2020-09-20,1.70,20.2,1.70,0.00
2020-09-21,0.00,21.6,0.00,0.00
2020-09-22,0.00,21.3,0.00,0.00
2020-09-23,0.00,20.7,0.00,0.00
2020-09-24,0.00,21.6,0.00,0.00
2020-09-25,0.20,22.6,0.20,0.00
2020-09-26,0.00,24.5,0.00,0.00
2020-09-27,0.30,24.1,0.30,0.00
2020-09-28,0.00,22.6,0.00,0.00
2020-09-29,1.80,21.7,1.80,0.00
2020-09-30,13.60,18.4,13.60,0.00
2020-10-01,0.00,18.6,0.00,0.00
2020-10-02,0.00,19.2,0.00,0.00
2020-10-03,0.00,19.8,0.00,0.00
2020-10-04,0.00,20.8,0.00,0.00
2020-10-05,0.00,23.8,0.00,0.00
2020-10-06,0.00,23.3,0.00,0.00
2020-10-07,0.00,24.1,0.00,0.00
2020-10-08,38.20,21.1,38.20,0.00
2020-10-09,8.90,17.3,8.90,0.00
2020-10-10,0.90,17.3,0.90,0.00
2020-10-11,0.00,18.7,0.00,0.00
2020-10-12,0.00,18.8,0.00,0.00
2020-10-13,0.80,20.8,0.80,0.00
2020-10-14,0.10,20.4,0.10,0.00
2020-10-15,0.00,18.9,0.00,0.00
2020-10-16,0.00,19.3,0.00,0.00
2020-10-17,1.90,20.7,1.90,0.00
2020-10-18,9.00,17.7,9.00,0.00
2020-10-19,0.20,16.4,0.20,0.00
2020-10-20,1.10,16.4,1.10,0.00
2020-10-21,0.60,17.9,0.60,0.00
2020-10-22,0.00,18.2,0.00,0.00
2020-10-23,0.00,17.7,0.00,0.00
2020-10-24,0.00,17.5,0.00,0.00
2020-10-25,0.00,18.4,0.00,0.00
2020-10-26,0.00,17.3,0.00,0.00
2020-10-27,0.00,17.3,0.00,0.00
2020-10-28,1.60,18.0,1.60,0.00
2020-10-29,20.30,16.2,20.30,0.00
2020-10-30,14.40,15.1,14.40,0.00
2020-10-31,1.20,13.1,1.20,0.00
2020-11-01,3.00,12.8,3.00,0.00
2020-11-02,0.00,13.3,0.00,0.00
2020-11-03,2.10,12.6,2.10,0.00
2020-11-04,2.70,13.1,2.70,0.00
2020-11-05,3.70,14.5,3.70,0.00
2020-11-06,2.10,14.6,2.10,0.00
2020-11-07,1.00,13.1,1.00,0.00
2020-11-08,0.00,14.2,0.00,0.00
2020-11-09,0.00,15.1,0.00,0.00
2020-11-10,0.20,15.1,0.20,0.00
2020-11-11,0.50,14.1,0.50,0.00
2020-11-12,0.00,14.0,0.00,0.00
2020-11-13,0.40,13.1,0.40,0.00
2020-11-14,0.90,13.0,0.90,0.00
2020-11-15,0.00,11.4,0.00,0.00
2020-11-16,0.00,11.1,0.00,0.00
2020-11-17,0.00,11.4,0.00,0.00
2020-11-18,1.70,11.4,1.70,0.00
2020-11-19,0.40,11.6,0.40,0.00
2020-11-20,0.00,11.3,0.00,0.00
2020-11-21,0.30,10.9,0.30,0.00
2020-11-22,0.20,9.9,0.20,0.00
2020-11-23,0.00,8.6,0.00,0.00
2020-11-24,0.00,8.5,0.00,0.00
2020-11-25,0.40,11.0,0.40,0.00
2020-11-26,0.00,10.3,0.00,0.00
2020-11-27,0.00,9.4,0.00,0.00
2020-11-28,0.00,8.8,0.00,0.00
2020-11-29,0.00,9.6,0.00,0.00
2020-11-30,0.20,10.3,0.20,0.00
2020-12-01,3.60,7.3,3.60,0.00
2020-12-02,0.00,6.5,0.00,0.00
2020-12-03,0.10,9.8,0.10,0.00
2020-12-04,0.00,9.8,0.00,0.00
2020-12-05,0.00,10.5,0.00,0.00
2020-12-06,0.00,11.7,0.00,0.00
2020-12-07,0.40,10.8,0.40,0.00
2020-12-08,1.90,11.0,1.90,0.00
2020-12-09,0.80,10.3,0.80,0.00
2020-12-10,0.00,13.2,0.00,0.00
2020-12-11,2.00,12.6,2.00,0.00
2020-12-12,2.50,11.9,2.50,0.00
2020-12-13,5.10,12.7,5.10,0.00
2020-12-14,3.60,12.4,3.60,0.00
2020-12-15,15.90,10.2,15.90,0.00
2020-12-16,0.10,9.5,0.10,0.00
2020-12-17,0.00,9.4,0.00,0.00
2020-12-18,0.00,9.0,0.00,0.00
2020-12-19,0.00,8.1,0.00,0.00
2020-12-20,0.00,8.2,0.00,0.00
2020-12-21,0.20,8.1,0.20,0.00
2020-12-22,0.20,6.9,0.20,0.00
2020-12-23,0.10,6.3,0.10,0.00
2020-12-24,0.00,10.3,0.00,0.00
2020-12-25,0.00,12.5,0.00,0.00
2020-12-26,0.00,14.8,0.00,0.00
2020-12-27,0.00,12.9,0.00,0.00
2020-12-28,0.10,12.5,0.10,0.00
2020-12-29,0.00,13.6,0.00,0.00
2020-12-30,0.00,12.2,0.00,0.00
2020-12-31,0.40,12.4,0.40,0.00
2021-01-01,4.20,11.7,4.20,0.00
2021-01-02,0.00,10.0,0.00,0.00
2021-01-03,0.20,10.5,0.20,0.00
2021-01-04,0.00,11.7,0.00,0.00
2021-01-05,1.60,11.5,1.60,0.00
2021-01-06,0.00,10.2,0.00,0.00
2021-01-07,0.00,12.0,0.00,0.00
2021-01-08,0.00,14.0,0.00,0.00
2021-01-09,10.50,11.9,10.50,0.00
2021-01-10,28.00,9.0,28.00,0.00
2021-01-11,1.80,12.8,1.80,0.00
2021-01-12,14.50,12.9,14.50,0.00
2021-01-13,19.90,7.0,19.90,0.00
2021-01-14,1.50,4.3,1.50,0.00
2021-01-15,9.30,3.0,4.60,3.29
2021-01-16,8.70,2.2,5.60,2.17
2021-01-17,8.10,0.3,2.90,3.71
2021-01-18,0.60,-1.1,0.00,0.42
2021-01-19,0.10,-1.3,0.00,0.07
2021-01-20,0.00,2.5,0.00,0.00
2021-01-21,0.00,7.7,0.00,0.00
2021-01-22,0.00,10.7,0.00,0.00
2021-01-23,0.00,11.8,0.00,0.00
2021-01-24,2.00,10.9,2.00,0.00
2021-01-25,5.70,11.8,5.70,0.00
2021-01-26,2.40,12.3,2.40,0.00
2021-01-27,16.90,5.7,16.70,0.14
2021-01-28,2.50,2.0,0.80,1.19
2021-01-29,0.00,5.4,0.00,0.00
2021-01-30,11.00,7.8,11.00,0.00
2021-01-31,0.00,9.5,0.00,0.00
2021-02-01,0.10,12.5,0.10,0.00
2021-02-02,4.30,11.7,4.30,0.00
2021-02-03,0.40,10.9,0.40,0.00
2021-02-04,0.00,9.7,0.00,0.00
2021-02-05,0.00,9.9,0.00,0.00
2021-02-06,0.00,9.6,0.00,0.00
2021-02-07,0.00,11.4,0.00,0.00
2021-02-08,0.40,15.2,0.40,0.00
2021-02-09,3.60,14.6,3.60,0.00
2021-02-10,4.10,13.1,4.10,0.00
2021-02-11,0.00,14.2,0.00,0.00
2021-02-12,14.20,5.0,13.70,0.35
2021-02-13,0.70,0.9,0.00,0.49
2021-02-14,19.40,1.0,1.20,12.74
2021-02-15,4.80,1.3,0.50,3.01
2021-02-16,1.90,0.3,0.00,1.33
2021-02-17,1.00,0.3,0.00,0.70
2021-02-18,3.60,2.7,3.60,0.00
2021-02-19,0.90,2.7,0.90,0.00
2021-02-20,0.00,2.2,0.00,0.00
2021-02-21,0.00,4.2,0.00,0.00
2021-02-22,0.00,4.8,0.00,0.00
2021-02-23,0.00,6.4,0.00,0.00
2021-02-24,0.00,6.2,0.00,0.00
2021-02-25,0.00,7.3,0.00,0.00
2021-02-26,0.00,7.3,0.00,0.00
2021-02-27,0.00,7.1,0.00,0.00
2021-02-28,0.20,6.9,0.20,0.00
2021-03-01,1.90,6.5,1.90,0.00
2021-03-02,2.20,5.6,2.20,0.00
2021-03-03,0.00,5.6,0.00,0.00
2021-03-04,0.00,4.8,0.00,0.00
2021-03-05,0.00,8.9,0.00,0.00
2021-03-06,13.40,9.0,13.40,0.00
2021-03-07,3.50,5.1,3.50,0.00
2021-03-08,0.00,3.8,0.00,0.00
2021-03-09,0.00,6.5,0.00,0.00
2021-03-10,3.30,8.6,3.30,0.00
2021-03-11,9.60,6.2,9.60,0.00
2021-03-12,0.00,5.1,0.00,0.00
2021-03-13,0.00,6.7,0.00,0.00
2021-03-14,0.00,9.1,0.00,0.00
2021-03-15,0.10,12.2,0.10,0.00
2021-03-16,14.30,9.6,14.30,0.00
2021-03-17,3.10,7.2,3.10,0.00
2021-03-18,1.60,6.6,1.60,0.00
2021-03-19,3.90,7.1,3.90,0.00
2021-03-20,2.00,7.3,2.00,0.00
2021-03-21,13.40,6.4,13.40,0.00
2021-03-22,12.40,8.2,12.40,0.00
2021-03-23,5.30,5.9,5.30,0.00
2021-03-24,1.90,3.7,1.80,0.07
2021-03-25,0.70,3.4,0.70,0.00
2021-03-26,0.20,5.2,0.20,0.00
2021-03-27,0.00,7.3,0.00,0.00
2021-03-28,0.00,8.2,0.00,0.00
2021-03-29,0.30,8.1,0.30,0.00
2021-03-30,2.40,6.6,2.40,0.00
2021-03-31,0.00,7.3,0.00,0.00
2021-04-01,0.20,6.7,0.20,0.00
2021-04-02,0.00,8.0,0.00,0.00
2021-04-03,1.70,12.8,1.70,0.00
2021-04-04,2.20,11.8,2.20,0.00
2021-04-05,16.80,7.5,16.80,0.00
2021-04-06,2.80,12.3,2.80,0.00
2021-04-07,1.30,14.0,1.30,0.00
2021-04-08,15.20,6.2,15.20,0.00
2021-04-09,2.20,6.2,2.20,0.00
2021-04-10,0.80,6.0,0.80,0.00
2021-04-11,0.00,6.7,0.00,0.00
2021-04-12,0.00,8.6,0.00,0.00
2021-04-13,1.50,11.2,1.50,0.00
2021-04-14,2.40,13.5,2.40,0.00
2021-04-15,0.80,10.4,0.80,0.00
2021-04-16,0.50,9.9,0.50,0.00
2021-04-17,4.60,10.2,4.60,0.00
2021-04-18,0.40,11.8,0.40,0.00
2021-04-19,6.70,11.7,6.70,0.00
2021-04-20,1.50,12.0,1.50,0.00
2021-04-21,0.00,12.3,0.00,0.00
2021-04-22,0.00,12.0,0.00,0.00
2021-04-23,0.10,14.1,0.10,0.00
2021-04-24,1.50,12.8,1.50,0.00
2021-04-25,4.00,10.9,4.00,0.00
2021-04-26,0.00,11.3,0.00,0.00
2021-04-27,0.20,12.1,0.20,0.00
2021-04-28,0.00,14.4,0.00,0.00
2021-04-29,0.70,13.6,0.70,0.00
2021-04-30,0.00,15.3,0.00,0.00
2021-05-01,0.00,18.9,0.00,0.00
2021-05-02,0.00,20.8,0.00,0.00
2021-05-03,0.00,20.3,0.00,0.00
2021-05-04,0.00,17.0,0.00,0.00
2021-05-05,0.10,17.1,0.10,0.00
2021-05-06,0.00,16.2,0.00,0.00
2021-05-07,0.00,19.7,0.00,0.00
2021-05-08,6.00,17.4,6.00,0.00
2021-05-09,0.00,14.0,0.00,0.00
2021-05-10,0.00,12.9,0.00,0.00
2021-05-11,0.00,13.5,0.00,0.00
2021-05-12,0.00,14.8,0.00,0.00
2021-05-13,0.00,17.0,0.00,0.00
2021-05-14,0.00,19.1,0.00,0.00
2021-05-15,0.00,19.7,0.00,0.00
2021-05-16,4.50,17.9,4.50,0.00
2021-05-17,0.10,17.6,0.10,0.00
2021-05-18,3.30,18.5,3.30,0.00
2021-05-19,0.00,19.6,0.00,0.00
2021-05-20,0.00,20.0,0.00,0.00
2021-05-21,29.10,15.2,29.10,0.00
2021-05-22,2.90,16.3,2.90,0.00
2021-05-23,0.00,17.8,0.00,0.00
2021-05-24,0.00,19.2,0.00,0.00
2021-05-25,0.00,18.3,0.00,0.00
2021-05-26,0.00,17.4,0.00,0.00
2021-05-27,0.20,17.9,0.20,0.00
2021-05-28,0.30,18.1,0.30,0.00
2021-05-29,3.60,17.6,3.60,0.00
2021-05-30,0.50,19.3,0.50,0.00
2021-05-31,0.80,18.0,0.80,0.00
2021-06-01,16.00,15.7,16.00,0.00
2021-06-02,7.60,14.1,7.60,0.00
2021-06-03,0.70,15.8,0.70,0.00
2021-06-04,0.30,17.1,0.30,0.00
2021-06-05,0.40,17.4,0.40,0.00
2021-06-06,0.00,18.1,0.00,0.00
2021-06-07,0.00,20.1,0.00,0.00
2021-06-08,0.00,20.1,0.00,0.00
2021-06-09,0.00,20.1,0.00,0.00
2021-06-10,0.00,20.8,0.00,0.00
2021-06-11,0.10,21.6,0.10,0.00
2021-06-12,0.00,21.6,0.00,0.00
2021-06-13,3.40,20.8,3.40,0.00
2021-06-14,4.50,17.6,4.50,0.00
2021-06-15,6.80,16.5,6.80,0.00
2021-06-16,13.60,17.8,13.60,0.00
2021-06-17,2.20,19.0,2.20,0.00
2021-06-18,7.40,19.7,7.40,0.00
2021-06-19,30.00,19.8,30.00,0.00
2021-06-20,1.00,20.1,1.00,0.00
2021-06-21,0.20,20.6,0.20,0.00
2021-06-22,0.00,21.4,0.00,0.00
2021-06-23,1.00,22.8,1.00,0.00
2021-06-24,0.10,22.7,0.10,0.00
2021-06-25,0.00,24.2,0.00,0.00
2021-06-26,0.00,24.8,0.00,0.00
2021-06-27,0.60,24.5,0.60,0.00
2021-06-28,0.00,24.6,0.00,0.00
2021-06-29,0.00,24.7,0.00,0.00
2021-06-30,0.00,25.1,0.00,0.00
2021-07-01,0.00,26.1,0.00,0.00
2021-07-02,0.00,24.8,0.00,0.00
2021-07-03,14.20,22.7,14.20,0.00
2021-07-04,8.80,21.7,8.80,0.00
2021-07-05,0.20,23.6,0.20,0.00
2021-07-06,39.30,21.5,39.30,0.00
2021-07-07,6.00,23.1,6.00,0.00
2021-07-08,2.80,23.0,2.80,0.00
2021-07-09,0.90,23.8,0.90,0.00
2021-07-10,0.00,23.7,0.00,0.00
2021-07-11,0.00,24.4,0.00,0.00
2021-07-12,0.00,24.4,0.00,0.00
2021-07-13,0.00,24.9,0.00,0.00
2021-07-14,0.00,24.8,0.00,0.00
2021-07-15,0.00,25.6,0.00,0.00
2021-07-16,0.00,25.5,0.00,0.00
2021-07-17,0.00,26.5,0.00,0.00
2021-07-18,0.00,26.8,0.00,0.00
2021-07-19,0.10,26.4,0.10,0.00
2021-07-20,0.20,26.8,0.20,0.00
2021-07-21,0.70,25.7,0.70,0.00
2021-07-22,0.30,23.5,0.30,0.00
2021-07-23,0.20,23.5,0.20,0.00
2021-07-24,0.20,23.1,0.20,0.00
2021-07-25,0.00,24.1,0.00,0.00
2021-07-26,0.00,24.6,0.00,0.00
2021-07-27,0.00,24.8,0.00,0.00
